treatment,beta,se,CI_low,CI_high,label,sample,category,subcategory
lockdown,-262.70849772999753,5.897426596681912,-274.26901399761255,-251.1479814623825,non-food shopping,diff_Democrat,non-food shopping,
stimulus,252.4156376343839,6.459268302293085,239.75376299103308,265.0775122777347,non-food shopping,diff_Democrat,non-food shopping,
lockdown,-22.693161229961774,0.28745710735321084,-23.25659812324234,-22.129724336681207,non-food shopping,perch_All,non-food shopping,
stimulus,20.73075907778129,0.3681625337733836,20.009133663257476,21.452384492305104,non-food shopping,perch_All,non-food shopping,
lockdown,-19.977742794862024,0.3752386022154012,-20.713261070192363,-19.242224519531685,non-food shopping,perch_Republican,non-food shopping,
stimulus,21.700946037769267,0.49330692795381814,20.733997918053113,22.66789415748542,non-food shopping,perch_Republican,non-food shopping,
lockdown,-27.39261670191664,0.43554014391445106,-28.246390604207395,-26.538842799625886,non-food shopping,perch_Democrat,non-food shopping,
stimulus,19.154304990538,0.5394814769163082,18.096778578343752,20.21183140273225,non-food shopping,perch_Democrat,non-food shopping,
lockdown,-9.574743183442868,1.2712778279239034,-12.066699804452623,-7.082786562433112,non-food shopping: cosmetics,diff_All,non-food shopping,cosmetics
stimulus,54.93611189841059,1.9209014484599676,51.17076416902064,58.70145962780053,non-food shopping: cosmetics,diff_All,non-food shopping,cosmetics
lockdown,-3.1466030357212387,1.4635500172246654,-6.015791164785638,-0.2774149066568401,non-food shopping: cosmetics,diff_Republican,non-food shopping,cosmetics
stimulus,40.75188017254846,2.1562341860221923,36.52473285458426,44.979027490512664,non-food shopping: cosmetics,diff_Republican,non-food shopping,cosmetics
lockdown,-13.957786879662105,1.8826751688279977,-17.64864894432187,-10.266924815002342,non-food shopping: cosmetics,diff_Democrat,non-food shopping,cosmetics
stimulus,63.682677463128265,2.7809375613615717,58.230830474671706,69.13452445158482,non-food shopping: cosmetics,diff_Democrat,non-food shopping,cosmetics
lockdown,-9.940724693562531,1.8383682339492737,-13.544290957221245,-6.337158429903818,non-food shopping: cosmetics,perch_All,non-food shopping,cosmetics
stimulus,83.39619888521445,3.0666499363985644,77.38495693206289,89.407440838366,non-food shopping: cosmetics,perch_All,non-food shopping,cosmetics
lockdown,-8.239694881411017,2.972067903546993,-14.066227522776376,-2.4131622400456587,non-food shopping: cosmetics,perch_Republican,non-food shopping,cosmetics
stimulus,88.34110742717249,4.999699260833995,78.53954437893478,98.1426704754102,non-food shopping: cosmetics,perch_Republican,non-food shopping,cosmetics
lockdown,-11.100576193980439,2.3344095162459344,-15.677034028847666,-6.524118359113212,non-food shopping: cosmetics,perch_Democrat,non-food shopping,cosmetics
stimulus,80.34697016351286,3.8835368123508824,72.73354914710964,87.96039117991609,non-food shopping: cosmetics,perch_Democrat,non-food shopping,cosmetics
lockdown,-143.04991121117325,2.421079818991994,-147.7954042747131,-138.3044181476334,non-food shopping: auto dealer,diff_All,non-food shopping,auto dealer
stimulus,126.0400961651215,2.4997007099307806,121.14050041993002,130.93969191031297,non-food shopping: auto dealer,diff_All,non-food shopping,auto dealer
lockdown,-96.54180001082312,2.2440382002255217,-100.94041763118118,-92.14318239046507,non-food shopping: auto dealer,diff_Republican,non-food shopping,auto dealer
stimulus,105.07977345973269,2.642203002115686,99.90069911041859,110.2588478090468,non-food shopping: auto dealer,diff_Republican,non-food shopping,auto dealer
lockdown,-223.56317785744,5.21137559379685,-233.7788532632218,-213.3475024516582,non-food shopping: auto dealer,diff_Democrat,non-food shopping,auto dealer
stimulus,160.15723157593828,4.943783394937697,150.46610770083456,169.848355451042,non-food shopping: auto dealer,diff_Democrat,non-food shopping,auto dealer
lockdown,-21.735172140905902,0.27869344977851646,-22.28143163322143,-21.188912648590374,non-food shopping: auto dealer,perch_All,non-food shopping,auto dealer
stimulus,14.801028412529785,0.3494307321051035,14.116118686553543,15.485938138506027,non-food shopping: auto dealer,perch_All,non-food shopping,auto dealer
lockdown,-19.150996037489527,0.3624359187545971,-19.86141933524106,-18.440572739737995,non-food shopping: auto dealer,perch_Republican,non-food shopping,auto dealer
stimulus,15.857968700918338,0.4670585489115898,14.942470933199894,16.773466468636784,non-food shopping: auto dealer,perch_Republican,non-food shopping,auto dealer
lockdown,-26.208810272090545,0.4258210096628041,-27.043532148758846,-25.374088395422245,non-food shopping: auto dealer,perch_Democrat,non-food shopping,auto dealer
stimulus,13.080645790232259,0.5143748260766475,12.072334996752087,14.08895658371243,non-food shopping: auto dealer,perch_Democrat,non-food shopping,auto dealer
lockdown,-20.21364531849921,2.2603003248459044,-24.644165401595348,-15.783125235403073,non-food shopping: auto,diff_All,non-food shopping,auto
stimulus,75.82620352999758,2.7151627826935614,70.50408632930252,81.14832073069265,non-food shopping: auto,diff_All,non-food shopping,auto
lockdown,-7.912651964889072,2.5223051149568425,-12.857107922340656,-2.9681960074374887,non-food shopping: auto,diff_Republican,non-food shopping,auto
stimulus,58.951792099488635,3.1108230735311935,52.853668764888674,65.04991543408859,non-food shopping: auto,diff_Republican,non-food shopping,auto
lockdown,-31.766474556406315,3.674499482413301,-38.96987303045323,-24.5630760823594,non-food shopping: auto,diff_Democrat,non-food shopping,auto
stimulus,90.35666598199855,4.2593602608608245,82.00672081250025,98.70661115149684,non-food shopping: auto,diff_Democrat,non-food shopping,auto
lockdown,-43.26146440558993,3.6918455412613267,-50.4980230320912,-36.02490577908867,non-food shopping: auto,perch_All,non-food shopping,auto
stimulus,143.53755050085545,5.612532836400491,132.5361631297307,154.53893787198018,non-food shopping: auto,perch_All,non-food shopping,auto
lockdown,-35.54735877570142,5.416522850456559,-46.16532823459094,-24.9293893168119,non-food shopping: auto,perch_Republican,non-food shopping,auto
stimulus,158.09562829222347,8.513318927623086,141.40703251538324,174.7842240690637,non-food shopping: auto,perch_Republican,non-food shopping,auto
lockdown,-50.506387031218736,5.035771103914923,-60.37838893493549,-40.634385127501986,non-food shopping: auto,perch_Democrat,non-food shopping,auto
stimulus,131.00167014781812,7.4342121504719705,116.42782336494152,145.57551693069473,non-food shopping: auto,perch_Democrat,non-food shopping,auto
lockdown,11.571017482865404,1.6929051483610524,8.252640548485438,14.88939441724537,non-food shopping: used goods,diff_All,non-food shopping,used goods
stimulus,51.52545494218176,2.8631964156651923,45.9131115964597,57.13779828790382,non-food shopping: used goods,diff_All,non-food shopping,used goods
lockdown,10.20304171897919,2.0452270495452427,6.193724248353659,14.21235918960472,non-food shopping: used goods,diff_Republican,non-food shopping,used goods
stimulus,42.22617627649644,3.7380471490525555,34.89837482577206,49.55397772722082,non-food shopping: used goods,diff_Republican,non-food shopping,used goods
lockdown,12.931869212924056,2.6947074046081876,7.649104663852182,18.21463376199593,non-food shopping: used goods,diff_Democrat,non-food shopping,used goods
stimulus,59.80582384630564,4.254723387412115,51.46476914081495,68.14687855179633,non-food shopping: used goods,diff_Democrat,non-food shopping,used goods
lockdown,12.976925027911394,2.7912525363074163,7.505603705816464,18.448246350006322,non-food shopping: used goods,perch_All,non-food shopping,used goods
stimulus,79.23356751170134,4.9708012862885935,69.48996648965023,88.97716853375245,non-food shopping: used goods,perch_All,non-food shopping,used goods
lockdown,10.988091792440681,3.9836152367649444,3.1788961490704057,18.797287435810958,non-food shopping: used goods,perch_Republican,non-food shopping,used goods
stimulus,79.33575152708673,7.2824960184445935,65.05966490726478,93.61183814690868,non-food shopping: used goods,perch_Republican,non-food shopping,used goods
lockdown,14.955400978099036,3.9100353487300796,7.290080397999722,22.620721558198348,non-food shopping: used goods,perch_Democrat,non-food shopping,used goods
stimulus,79.1425796648032,6.801606726564065,65.80855800798963,92.47660132161676,non-food shopping: used goods,perch_Democrat,non-food shopping,used goods
lockdown,-278.71882189778967,5.4476660509074115,-289.39675913785607,-268.04088465772327,clothing and accessories,diff_All,clothing and accessories,clothing and accessories
stimulus,241.55722476462068,4.654955527873103,232.43307462078985,250.68137490845152,clothing and accessories,diff_All,clothing and accessories,clothing and accessories
lockdown,-149.99904289970618,3.7463926561719476,-157.34264532225373,-142.65544047715863,clothing and accessories,diff_Republican,clothing and accessories,clothing and accessories
stimulus,161.77182735815657,3.7614198424483707,154.39876895176764,169.1448857645455,clothing and accessories,diff_Republican,clothing and accessories,clothing and accessories
lockdown,-406.9740140744785,9.829172107679433,-426.24205413293214,-387.7059740160248,clothing and accessories,diff_Democrat,clothing and accessories,clothing and accessories
stimulus,314.9960818739677,8.090597434184435,299.1361545320817,330.85600921585365,clothing and accessories,diff_Democrat,clothing and accessories,clothing and accessories
lockdown,-51.16146803258332,0.6655180507815359,-52.465945934122985,-49.85699013104366,clothing and accessories,perch_All,clothing and accessories,clothing and accessories
stimulus,67.34699097433581,1.0268948604092814,65.33418057642777,69.35980137224385,clothing and accessories,perch_All,clothing and accessories,clothing and accessories
lockdown,-48.33741757220318,1.0165548245406624,-50.330047591870446,-46.34478755253591,clothing and accessories,perch_Republican,clothing and accessories,clothing and accessories
stimulus,72.80081255987757,1.591139799994267,69.68189279833044,75.9197323214247,clothing and accessories,perch_Republican,clothing and accessories,clothing and accessories
lockdown,-53.97532568003995,0.8585417189220607,-55.65831749774548,-52.292333862334424,clothing and accessories,perch_Democrat,clothing and accessories,clothing and accessories
stimulus,62.32699436919278,1.31554932680599,59.74813453745117,64.9058542009344,clothing and accessories,perch_Democrat,clothing and accessories,clothing and accessories
lockdown,-123.25198400751954,2.0573730382319733,-127.28465780057661,-119.21931021446247,personal services,diff_All,personal services,personal services
stimulus,53.330178623868086,1.7762128999324893,49.848609127553914,56.81174812018226,personal services,diff_All,personal services,personal services
lockdown,-86.29948275933529,2.1683047187285838,-90.54982060118562,-82.04914491748497,personal services,diff_Republican,personal services,personal services
stimulus,40.71864423351414,2.1861174740095173,36.43338960751249,45.00389885951579,personal services,diff_Republican,personal services,personal services
lockdown,-156.33251983716886,3.3010244368858372,-162.80354428715518,-149.86149538718254,personal services,diff_Democrat,personal services,personal services
stimulus,63.13667366463191,2.647954981261721,57.94586646104372,68.32748086822009,personal services,diff_Democrat,personal services,personal services
lockdown,-68.76498047379927,0.9370099260545018,-70.6016213271671,-66.92833962043144,personal services,perch_All,personal services,personal services
stimulus,27.73773443946811,1.24351463845597,25.30031118146058,30.17515769747564,personal services,perch_All,personal services,personal services
lockdown,-63.21794194897307,1.4530265535852946,-66.06618264714312,-60.36970125080302,personal services,perch_Republican,personal services,personal services
stimulus,29.07798859639709,2.035711995208414,25.087560658106007,33.068416534688176,personal services,perch_Republican,personal services,personal services
lockdown,-73.73078794205492,1.2061844567384903,-76.09528092294046,-71.36629496116937,personal services,perch_Democrat,personal services,personal services
stimulus,26.695577685462073,1.5427519333540494,23.671308804127836,29.71984656679631,personal services,perch_Democrat,personal services,personal services
lockdown,-202.25138676202252,5.915195220479535,-213.8456012051789,-190.65717231886615,home activities,diff_All,home activities,
stimulus,512.4400950244095,8.879681335493487,495.03527138745466,529.8449186613643,home activities,diff_All,home activities,
lockdown,-103.86851017349825,4.41224981969699,-112.51711530343565,-95.21990504356086,home activities,diff_Republican,home activities,
stimulus,363.3918801192341,7.31192834681512,349.05951373152516,377.724246506943,home activities,diff_Republican,home activities,
lockdown,-353.3958752640402,13.181052206852,-379.23422910113385,-327.5575214269466,home activities,diff_Democrat,home activities,
stimulus,726.9536800058395,18.70279730719903,690.2912431242346,763.6161168874444,home activities,diff_Democrat,home activities,
lockdown,-12.512916903084578,0.8347391601308912,-14.149066593148941,-10.876767213020216,home activities,perch_All,home activities,
stimulus,61.55415630205051,1.2444969808811706,59.114851370872394,63.99346123322862,home activities,perch_All,home activities,
lockdown,-10.862917028760835,1.143664346817636,-13.104653499043646,-8.621180558478024,home activities,perch_Republican,home activities,
stimulus,67.50093541337003,1.7298492842725048,64.11019735334669,70.89167347339337,home activities,perch_Republican,home activities,
lockdown,-15.047792845735362,1.1805623502733154,-17.362007769886546,-12.73357792158418,home activities,perch_Democrat,home activities,
stimulus,52.99541638642628,1.7311639314564826,49.601876515024045,56.38895625782851,home activities,perch_Democrat,home activities,
lockdown,-206.71946559550975,5.947653089471716,-218.37730300517487,-195.06162818584463,home activities: internet and cable,diff_All,home activities,internet and cable
stimulus,402.1823322873208,8.220713618127775,386.06912909441803,418.2955354802235,home activities: internet and cable,diff_All,home activities,internet and cable
lockdown,-106.67312796338607,4.560206602150002,-115.6117523089529,-97.73450361781923,home activities: internet and cable,diff_Republican,home activities,internet and cable
stimulus,291.18185900134637,6.701917924421915,278.04518955900477,304.31852844368797,home activities: internet and cable,diff_Republican,home activities,internet and cable
lockdown,-350.99616835995084,12.738058742789502,-375.9661552462177,-326.026181473684,home activities: internet and cable,diff_Democrat,home activities,internet and cable
stimulus,552.8221639334796,16.978334913645675,519.5401066981603,586.1042211687989,home activities: internet and cable,diff_Democrat,home activities,internet and cable
lockdown,-14.94402009329282,0.8243298803269853,-16.559767274948683,-13.328272911636958,home activities: internet and cable,perch_All,home activities,internet and cable
stimulus,50.807941363008425,1.2104155383696777,48.43543790119348,53.18044482482337,home activities: internet and cable,perch_All,home activities,internet and cable
lockdown,-12.687969889815548,1.1431642185182942,-14.928727032224595,-10.447212747406502,home activities: internet and cable,perch_Republican,home activities,internet and cable
stimulus,54.668758591270254,1.6773388587254603,51.380946597993486,57.95657058454702,home activities: internet and cable,perch_Republican,home activities,internet and cable
lockdown,-18.197467369149855,1.1542405528892952,-20.46008619131204,-15.934848546987672,home activities: internet and cable,perch_Democrat,home activities,internet and cable
stimulus,45.56838841278519,1.7172043691332814,42.20221061096197,48.93456621460841,home activities: internet and cable,perch_Democrat,home activities,internet and cable
lockdown,7.4037337201223705,1.6865345418733955,4.097995673608123,10.709471766636618,home activities: home improvement,diff_All,home activities,home improvement
stimulus,166.23834191811113,2.8293227712437092,160.69265062122244,171.78403321499982,home activities: home improvement,diff_All,home activities,home improvement
lockdown,7.134813072168244,1.6904968229185426,3.8211975363430914,10.448428607993396,home activities: home improvement,diff_Republican,home activities,home improvement
stimulus,121.42000222066544,2.7357085280691393,116.05762226395606,126.78238217737481,home activities: home improvement,diff_Republican,home activities,home improvement
lockdown,7.752855502270956,3.195036394568697,1.4897129442329637,14.015998060308949,home activities: home improvement,diff_Democrat,home activities,home improvement
stimulus,220.43724567238652,5.233329185513645,210.17849344104067,230.69599790373238,home activities: home improvement,diff_Democrat,home activities,home improvement
lockdown,5.370924363127815,1.356038870952645,2.7129833740977256,8.028865352157904,home activities: home improvement,perch_All,home activities,home improvement
stimulus,117.79999944880552,2.0905438144059714,113.7023720041222,121.89762689348885,home activities: home improvement,perch_All,home activities,home improvement
lockdown,7.428964697648005,1.8836265555674576,3.7367872657819277,11.121142129514082,home activities: home improvement,perch_Republican,home activities,home improvement
stimulus,123.77209011569963,2.9310405167506244,118.0268315261744,129.51734870522483,home activities: home improvement,perch_Republican,home activities,home improvement
lockdown,2.6991075473205073,1.9314745816379872,-1.0871093084842012,6.485324403125215,home activities: home improvement,perch_Democrat,home activities,home improvement
stimulus,110.57793880461848,2.9577993446510886,104.7798455543781,116.37603205485887,home activities: home improvement,perch_Democrat,home activities,home improvement
lockdown,4.9383144859757575,1.3482296595795582,2.2953883723291795,7.581240599622335,home activities: home office,diff_All,home activities,home office
stimulus,16.746095528650873,1.7674219498085784,13.281429407570334,20.21076164973141,home activities: home office,diff_All,home activities,home office
lockdown,7.227330769962466,2.1696911913488477,2.973184736045459,11.481476803879472,home activities: home office,diff_Republican,home activities,home office
stimulus,13.965335383095026,2.6119222588382187,8.844100267867226,19.086570498322825,home activities: home office,diff_Republican,home activities,home office
lockdown,3.7966542163776484,1.7064712672785016,0.4510284214395126,7.142280011315784,home activities: home office,diff_Democrat,home activities,home office
stimulus,17.96158504981911,2.2675898782384807,13.51585699424257,22.40731310539565,home activities: home office,diff_Democrat,home activities,home office
lockdown,30.936077999805605,10.531038757936301,10.292149022710081,51.58000697690113,home activities: home office,perch_All,home activities,home office
stimulus,142.72644044384495,15.736769379573765,111.87775050278591,173.57513038490399,home activities: home office,perch_All,home activities,home office
lockdown,41.76918434410077,17.359442697246074,7.7322648986250755,75.80610378957647,home activities: home office,perch_Republican,home activities,home office
stimulus,132.6264749100646,27.997019764833958,77.73229869320835,187.52065112692082,home activities: home office,perch_Republican,home activities,home office
lockdown,25.533002802772714,13.196194153751811,-0.3388231121247678,51.4048287176702,home activities: home office,perch_Democrat,home activities,home office
stimulus,147.14120533828947,19.016395448128893,109.85857166144544,184.4238390151335,home activities: home office,perch_Democrat,home activities,home office
lockdown,-27.924528623409408,2.3097019637231933,-32.452008346366405,-23.39704890045241,home activities: education,diff_All,home activities,education
stimulus,24.189466012418457,2.9079913391334644,18.489218954898448,29.889713069938466,home activities: education,diff_All,home activities,education
lockdown,-25.440068829400143,3.3165832279515546,-31.942065162336675,-18.93807249646361,home activities: education,diff_Republican,home activities,education
stimulus,18.753075893140977,4.359624215634494,10.206249622013598,27.299902164268357,home activities: education,diff_Republican,home activities,education
lockdown,-29.48644982632944,3.130043117896147,-35.62266768060639,-23.35023197205249,home activities: education,diff_Democrat,home activities,education
stimulus,27.296429070653176,3.828625813885857,19.790691548320584,34.80216659298577,home activities: education,diff_Democrat,home activities,education
lockdown,-57.584945433495086,4.948628730177879,-67.28525161334812,-47.88463925364206,home activities: education,perch_All,home activities,education
stimulus,48.11970377623444,7.2047153484822255,33.99701471840084,62.242392834068035,home activities: education,perch_All,home activities,education
lockdown,-68.76593449455562,7.556192147149244,-83.5794730838082,-53.95239590530305,home activities: education,perch_Republican,home activities,education
stimulus,45.510098108272935,11.250906496216746,23.453255944901283,67.56694027164458,home activities: education,perch_Republican,home activities,education
lockdown,-50.55572164561261,6.508808174876475,-63.31575830593377,-37.795684985291444,home activities: education,perch_Democrat,home activities,education
stimulus,49.61112514758993,9.319448091310369,31.34103696799211,67.88121332718775,home activities: education,perch_Democrat,home activities,education
lockdown,-62.164595791062034,6.218922708991489,-74.35861184165861,-49.97057974046545,home activities: child care,diff_All,home activities,child care
stimulus,-6.855696984669908,9.806380126999212,-26.083972083504776,12.37257811416496,home activities: child care,diff_All,home activities,child care
lockdown,-41.05445891466807,8.55297760537581,-57.83384087818068,-24.27507695115545,home activities: child care,diff_Republican,home activities,child care
stimulus,4.214727365748389,15.759598801992054,-26.702730868227825,35.1321855997246,home activities: child care,diff_Republican,home activities,child care
lockdown,-74.90553436532635,8.434679762214722,-91.44985257031911,-58.36121616033359,home activities: child care,diff_Democrat,home activities,child care
stimulus,-14.025135311733061,12.53252422191825,-38.60722668739333,10.556956063927208,home activities: child care,diff_Democrat,home activities,child care
lockdown,-47.72472687386787,5.204797939414461,-57.93025483799083,-37.519198909744915,home activities: child care,perch_All,home activities,child care
stimulus,0.4992609285603173,9.381958274049415,-17.896811049368896,18.895332906489532,home activities: child care,perch_All,home activities,child care
lockdown,-45.72407411820659,8.238824179457236,-61.8871443629418,-29.56100387347138,home activities: child care,perch_Republican,home activities,child care
stimulus,2.3195874860763546,16.54698467326929,-30.14257820492978,34.78175317708249,home activities: child care,perch_Republican,home activities,child care
lockdown,-48.9322128327494,6.701037081184014,-62.07605384390526,-35.78837182159354,home activities: child care,perch_Democrat,home activities,child care
stimulus,-0.6796206188966457,11.144208877026832,-22.538581836414803,21.17934059862151,home activities: child care,perch_Democrat,home activities,child care
lockdown,-714.1117363063778,10.943303126369058,-735.5614211470952,-692.6620514656604,fin. and empl.,diff_All,fin. and empl.,
stimulus,637.781531045008,11.027107406926246,616.1675836059237,659.3954784840923,fin. and empl.,diff_All,fin. and empl.,
lockdown,-444.94915926201634,8.709615527274421,-462.0211991892473,-427.8771193347854,fin. and empl.,diff_Republican,fin. and empl.,
stimulus,550.9088676762144,11.21473216078786,528.9264558668052,572.8912794856236,fin. and empl.,diff_Republican,fin. and empl.,
lockdown,-1077.7743732158804,22.13117342936706,-1121.1573762284013,-1034.3913702033594,fin. and empl.,diff_Democrat,fin. and empl.,
stimulus,747.6782734654184,20.521062488215303,707.45151736558,787.9050295652569,fin. and empl.,diff_Democrat,fin. and empl.,
lockdown,-34.38557885796157,0.694590161398188,-35.74702703164453,-33.02413068427861,fin. and empl.,perch_All,fin. and empl.,
stimulus,39.258527717910304,0.9458276656817608,37.404635423396435,41.112420012424174,fin. and empl.,perch_All,fin. and empl.,
lockdown,-31.799208122648505,0.9882612064483343,-33.736335510440234,-29.862080734856775,fin. and empl.,perch_Republican,fin. and empl.,
stimulus,44.90160334326517,1.3829336037417113,42.190863974132974,47.61234271239737,fin. and empl.,perch_Republican,fin. and empl.,
lockdown,-37.87999629131189,0.9394548102436302,-39.72157830199935,-36.03841428062443,fin. and empl.,perch_Democrat,fin. and empl.,
stimulus,32.11985365855194,1.2304679140484716,29.70780834191543,34.53189897518845,fin. and empl.,perch_Democrat,fin. and empl.,
lockdown,-716.2107779250107,11.009546327061488,-737.7903045153732,-694.6312513346481,"fin. and empl.: tax, real estate",diff_All,fin. and empl.,"tax, real estate"
stimulus,637.8418124967501,11.04345484326477,616.1958227020638,659.4878022914364,"fin. and empl.: tax, real estate",diff_All,fin. and empl.,"tax, real estate"
lockdown,-447.08774132023404,8.877293107043291,-464.48845261721203,-429.68703002325606,"fin. and empl.: tax, real estate",diff_Republican,fin. and empl.,"tax, real estate"
stimulus,551.7045783767009,11.238812111676346,529.6749661381347,573.734190615267,"fin. and empl.: tax, real estate",diff_Republican,fin. and empl.,"tax, real estate"
lockdown,-1078.968772039648,22.16779587066435,-1122.4235648054866,-1035.5139792738094,"fin. and empl.: tax, real estate",diff_Democrat,fin. and empl.,"tax, real estate"
stimulus,746.5787062653936,20.531184773078493,706.3321077872865,786.8253047435007,"fin. and empl.: tax, real estate",diff_Democrat,fin. and empl.,"tax, real estate"
lockdown,-34.40354815370165,0.6866274246485868,-35.74938878397865,-33.05770752342465,"fin. and empl.: tax, real estate",perch_All,fin. and empl.,"tax, real estate"
